,cluster_path,singles_paths,cluster_E,c_HF,c_MP2,c_CCSDT,singles_E,s_HF,s_MP2,s_CCSDT,int_HF,int_MP2,int_CCSDT
test6,[PosixPath('/home/boittier/pcbach/molpro_energies/test6/test6.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_19.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_16.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test6/test6_12.out')]","(-1527.4952893, -1521.25571119, -1521.22524518)",-1521.22524518,-1521.25571119,-1527.4952893,"[(-76.37088264, -76.0646812, -76.06303225), (-76.37039559, -76.0625039, -76.0609067), (-76.36894086, -76.05939994, -76.05784647), (-76.37148435, -76.06401695, -76.06241361), (-76.37203916, -76.06467654, -76.06307385), (-76.36487688, -76.05799712, -76.05634448), (-76.37250103, -76.06580384, -76.06418404), (-76.3687886, -76.0595313, -76.05798434), (-76.37029938, -76.06157069, -76.05999731), (-76.36868432, -76.05903052, -76.0574728), (-76.37083119, -76.06237369, -76.06079315), (-76.36868153, -76.05917504, -76.05762448), (-76.3696937, -76.06125746, -76.05969079), (-76.36814226, -76.05929789, -76.05771871), (-76.36704331, -76.05737841, -76.05581779), (-76.36990504, -76.06143125, -76.05984634), (-76.37096972, -76.06306995, -76.06148786), (-76.37053189, -76.06196599, -76.06038579), (-76.36803177, -76.05959259, -76.05799361), (-76.37127206, -76.06351041, -76.06192004)]",-1521.19653441,-1521.22826468,-1527.39399528,-18.016094307365734,-17.222767364604046,-63.56230143210298
test60,[PosixPath('/home/boittier/pcbach/molpro_energies/test60/test60.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_16.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_19.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test60/test60_9.out')]","(-1527.5517761, -1521.31942854, -1521.28875809)",-1521.28875809,-1521.31942854,-1527.5517761,"[(-76.37174863, -76.06540305, -76.06377841), (-76.37188482, -76.06548308, -76.06385712), (-76.37067025, -76.06371993, -76.06211535), (-76.3683055, -76.06031421, -76.05870144), (-76.3706247, -76.06243264, -76.06086022), (-76.3705274, -76.06374331, -76.06210747), (-76.36842666, -76.05941851, -76.05786379), (-76.37216113, -76.06615858, -76.06452794), (-76.36259068, -76.05105804, -76.04955172), (-76.37036138, -76.06181067, -76.06022863), (-76.37162364, -76.06414315, -76.06253644), (-76.36884522, -76.05947232, -76.05791221), (-76.37088399, -76.06325333, -76.06164714), (-76.37245575, -76.06577842, -76.06416064), (-76.3693023, -76.05999655, -76.05843173), (-76.37132473, -76.066519, -76.06485875), (-76.37185455, -76.06454659, -76.06294556), (-76.36885394, -76.05961296, -76.05805572), (-76.37150343, -76.06427657, -76.06267819), (-76.36985367, -76.06119814, -76.05961622)]",-1521.2164346900004,-1521.24833905,-1527.40380237,-45.38315047003178,-44.60886824351813,-92.85395949625489
test61,[PosixPath('/home/boittier/pcbach/molpro_energies/test61/test61.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_19.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test61/test61_16.out')]","(-1527.48223476, -1521.26084241, -1521.23004984)",-1521.23004984,-1521.26084241,-1527.48223476,"[(-76.37177709, -76.06410859, -76.06251387), (-76.37154161, -76.06523987, -76.06359792), (-76.37089791, -76.06239208, -76.06081775), (-76.36736454, -76.0569426, -76.05541338), (-76.37162763, -76.06496087, -76.06333953), (-76.37030076, -76.06296485, -76.06134325), (-76.37133104, -76.06386244, -76.06225725), (-76.37104639, -76.06367704, -76.06208001), (-76.3721298, -76.06530163, -76.06367952), (-76.37157329, -76.06419663, -76.06260201), (-76.37071888, -76.06229726, -76.06072002), (-76.36800576, -76.06022295, -76.05861757), (-76.36262451, -76.05169131, -76.05014367), (-76.36940939, -76.06127213, -76.05966898), (-76.37100339, -76.06271212, -76.06113203), (-76.37008101, -76.06100396, -76.05944301), (-76.37104937, -76.06314582, -76.06156424), (-76.36561636, -76.05697987, -76.05539106), (-76.37022728, -76.06246614, -76.06085709), (-76.37180739, -76.06495246, -76.06332978)]",-1521.2085119399999,-1521.24039062,-1527.4001334,-13.515096863770363,-12.833559580322678,-51.518849704095196
test62,[PosixPath('/home/boittier/pcbach/molpro_energies/test62/test62.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_16.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test62/test62_19.out')]","(-1527.4993601, -1521.27454813, -1521.24394149)",-1521.24394149,-1521.27454813,-1527.4993601,"[(-76.37046524, -76.06407574, -76.06242976), (-76.37031652, -76.06315443, -76.0615497), (-76.36921291, -76.05965642, -76.05810486), (-76.36956361, -76.06022478, -76.05867489), (-76.3711592, -76.06318118, -76.06158714), (-76.37058534, -76.06446257, -76.06283659), (-76.37202281, -76.06484506, -76.06323456), (-76.36940003, -76.05999192, -76.05844104), (-76.36494742, -76.05416831, -76.05262438), (-76.37203317, -76.06471952, -76.06311415), (-76.37155856, -76.06475709, -76.06313944), (-76.36852841, -76.06104991, -76.05943298), (-76.37202939, -76.06470683, -76.0631007), (-76.36942907, -76.05994393, -76.05839579), (-76.3700693, -76.06160822, -76.06003482), (-76.36916441, -76.06007206, -76.05852145), (-76.3718466, -76.06455136, -76.06294561), (-76.36843362, -76.05869947, -76.05716157), (-76.36935263, -76.06056057, -76.05898747), (-76.36992955, -76.06077534, -76.05921691)]",-1521.20353381,-1521.2352047099998,-1527.4000477900001,-25.355940423067555,-24.68811408041704,-62.31877246190448
test63,[PosixPath('/home/boittier/pcbach/molpro_energies/test63/test63.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_16.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test63/test63_19.out')]","(-1527.44125042, -1521.21826129, -1521.18753597)",-1521.18753597,-1521.21826129,-1527.44125042,"[(-76.37210904, -76.06571973, -76.06408533), (-76.36480745, -76.05353462, -76.05200746), (-76.3685734, -76.05906793, -76.0575045), (-76.36894908, -76.05992007, -76.05834228), (-76.37207886, -76.06531391, -76.06370245), (-76.36877008, -76.05996858, -76.05839053), (-76.37075651, -76.06248568, -76.0608973), (-76.37198332, -76.0647801, -76.06316853), (-76.37062319, -76.06357079, -76.06196284), (-76.37089382, -76.06315988, -76.0615598), (-76.36869901, -76.05947946, -76.05792991), (-76.36942313, -76.06105021, -76.05947938), (-76.37127871, -76.06353785, -76.06193589), (-76.36880101, -76.0617925, -76.06015508), (-76.36713051, -76.05728844, -76.05574475), (-76.3701306, -76.0611659, -76.05960322), (-76.36770746, -76.05942229, -76.05782657), (-76.37249729, -76.06636368, -76.06472792), (-76.37112988, -76.06342091, -76.06182894), (-76.36167023, -76.04964496, -76.04812243)]",-1521.1889751099998,-1521.22068749,-1527.3880125800001,0.9030646672787191,1.5224477785656827,-33.40690431341827
test64,[PosixPath('/home/boittier/pcbach/molpro_energies/test64/test64.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_16.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_19.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test64/test64_14.out')]","(-1527.47168129, -1521.26509507, -1521.23416077)",-1521.23416077,-1521.26509507,-1527.47168129,"[(-76.37122747, -76.0635472, -76.06195699), (-76.37051396, -76.06253098, -76.06093615), (-76.37138544, -76.06586918, -76.0642194), (-76.3696665, -76.06033499, -76.05878247), (-76.3709259, -76.06260899, -76.06102635), (-76.36692853, -76.05887932, -76.05727), (-76.3723859, -76.06551886, -76.0639064), (-76.37249553, -76.06576608, -76.06414779), (-76.36855843, -76.05872515, -76.05717474), (-76.37213314, -76.06605992, -76.06441997), (-76.3707465, -76.06289452, -76.06129218), (-76.37144043, -76.06489883, -76.06327758), (-76.36643347, -76.055791, -76.05427456), (-76.3723306, -76.06548027, -76.06386511), (-76.37154265, -76.06504611, -76.06341357), (-76.36925578, -76.060359, -76.05878508), (-76.37189912, -76.06576209, -76.06413582), (-76.37045329, -76.06181386, -76.06024401), (-76.36835293, -76.05944435, -76.05786232), (-76.36896451, -76.05925521, -76.05770736)]",-1521.21869785,-1521.25058591,-1527.40764008,-9.703028688834156,-9.104541427472908,-40.18605139871866
test69,[PosixPath('/home/boittier/pcbach/molpro_energies/test69/test69.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_19.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test69/test69_16.out')]","(-1527.47544555, -1521.26894834, -1521.23806297)",-1521.23806297,-1521.26894834,-1527.47544555,"[(-76.37172516, -76.06570772, -76.06405872), (-76.37113448, -76.06305675, -76.06146549), (-76.37169958, -76.06470994, -76.06310337), (-76.36990634, -76.06375662, -76.06210036), (-76.36875752, -76.06226179, -76.06063733), (-76.36872929, -76.05979042, -76.05823695), (-76.36843495, -76.05861088, -76.05705931), (-76.37062654, -76.0619235, -76.06035633), (-76.37167673, -76.06491384, -76.06330441), (-76.37236972, -76.06677098, -76.06511845), (-76.37000791, -76.06141105, -76.0598476), (-76.36942572, -76.06085395, -76.05927109), (-76.36928576, -76.06160981, -76.06001521), (-76.37068892, -76.06217439, -76.06060569), (-76.36932356, -76.06218929, -76.06055734), (-76.36849378, -76.05874409, -76.05718839), (-76.37051693, -76.06222682, -76.06063624), (-76.36841851, -76.05858567, -76.05703587), (-76.3698586, -76.06082011, -76.05925278), (-76.36816339, -76.05846082, -76.0569002)]",-1521.2067511299997,-1521.2385784399999,-1527.39924339,-19.648273535770162,-19.0572033597603,-47.817084006395994
test79,[PosixPath('/home/boittier/pcbach/molpro_energies/test79/test79.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_19.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test79/test79_16.out')]","(-1527.5098357, -1521.29001073, -1521.25944289)",-1521.25944289,-1521.29001073,-1527.5098357,"[(-76.37255858, -76.06692493, -76.06527662), (-76.37033266, -76.06206379, -76.0604776), (-76.37260284, -76.06662871, -76.0649928), (-76.37237227, -76.06585229, -76.06422457), (-76.37145784, -76.06372779, -76.06214198), (-76.37157901, -76.06464593, -76.06303709), (-76.37012738, -76.06143461, -76.05985633), (-76.36914823, -76.06052867, -76.05896913), (-76.36912744, -76.05951373, -76.05796086), (-76.37104343, -76.06325359, -76.06165262), (-76.36853932, -76.05965865, -76.05807423), (-76.36820373, -76.05807344, -76.05654026), (-76.36592707, -76.05467814, -76.05316675), (-76.36890458, -76.05914958, -76.05760824), (-76.36912029, -76.0608864, -76.05931357), (-76.37063169, -76.06234437, -76.06076211), (-76.36995267, -76.06087091, -76.05931356), (-76.37057181, -76.06202827, -76.06044874), (-76.37121085, -76.06328758, -76.06170687), (-76.36943081, -76.06060265, -76.05904629)]",-1521.2045702200003,-1521.2361540299996,-1527.4028425,-34.432765042801535,-33.79524082030335,-67.13855397962105
test8,[PosixPath('/home/boittier/pcbach/molpro_energies/test8/test8.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_16.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_19.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_8.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test8/test8_10.out')]","(-1527.50064822, -1521.27625617, -1521.24577889)",-1521.24577889,-1521.27625617,-1527.50064822,"[(-76.37106917, -76.06338628, -76.06179466), (-76.36742388, -76.0569095, -76.0553758), (-76.36962557, -76.06047649, -76.0589158), (-76.37189918, -76.0644347, -76.06283136), (-76.37014047, -76.06673755, -76.06503205), (-76.37036584, -76.06168077, -76.06011396), (-76.3686775, -76.05909408, -76.05755197), (-76.36771022, -76.05782164, -76.05627264), (-76.37174819, -76.06454882, -76.06295086), (-76.36752023, -76.05754759, -76.05601199), (-76.37190059, -76.06438186, -76.06278189), (-76.37200649, -76.06495717, -76.06334489), (-76.36743548, -76.0569614, -76.05542672), (-76.37170093, -76.06402769, -76.06242926), (-76.37142018, -76.06369241, -76.06210213), (-76.37228548, -76.06587955, -76.06425616), (-76.3712568, -76.06302136, -76.06144175), (-76.36544128, -76.05392966, -76.05242127), (-76.36911991, -76.06091367, -76.05933691), (-76.37144713, -76.06362954, -76.06203532)]",-1521.20242739,-1521.23403173,-1527.4001945200002,-27.203196304624836,-26.495962773274318,-63.03499811088771
test81,[PosixPath('/home/boittier/pcbach/molpro_energies/test81/test81.out')],"[PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_0.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_12.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_16.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_10.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_18.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_17.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_11.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_15.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_14.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_4.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_1.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_19.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_13.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_2.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_3.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_5.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_6.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_9.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_7.out'), PosixPath('/home/boittier/pcbach/3body/f12/test81/test81_8.out')]","(-1527.48325496, -1521.27724464, -1521.24629716)",-1521.24629716,-1521.27724464,-1527.48325496,"[(-76.36771167, -76.05743329, -76.05589102), (-76.37211507, -76.06480402, -76.0632038), (-76.37228073, -76.06615743, -76.064518), (-76.37193651, -76.06610283, -76.06445603), (-76.37042337, -76.06220613, -76.06061291), (-76.3693906, -76.06253312, -76.06090364), (-76.36830351, -76.05967215, -76.05807906), (-76.36783012, -76.057844, -76.05629471), (-76.37053127, -76.06228879, -76.06070271), (-76.36994818, -76.0610049, -76.05943797), (-76.37057095, -76.06259561, -76.06101244), (-76.37058945, -76.06543232, -76.06375391), (-76.37007342, -76.06402419, -76.06237312), (-76.3709591, -76.06312901, -76.06154761), (-76.37141511, -76.06360255, -76.06201166), (-76.3685714, -76.0616631, -76.06002173), (-76.37040953, -76.0626648, -76.06105861), (-76.37139731, -76.06364814, -76.06204789), (-76.36655198, -76.0560293, -76.05448911), (-76.36765031, -76.05744756, -76.05591713)]",-1521.20833306,-1521.2402832399998,-1527.39865959,-23.822586642270984,-23.193389384268574,-53.08384846110258
